"NCT_id","matched_string","criteria_string","parent_concept_id","parent_concept_name","w.mod"
"NCT00802893","vertigo","eart failure, atrial fibrillation, aortic valve disease,
             bleeding disorders, history of repeated syncope or vertigo, severe GERD, GI ulcer,
             symptomatic coronary or peripheral",439383,"Vertigo",TRUE
"NCT01950312","vertigo","n the past three
             years

          -  Hearing loss that coincides with significant, disabling episodes of vertigo

          -  History of allergic or anaphylactic reactions to monoclonal ",439383,"Vertigo",TRUE
"NCT01604408","vertigo","the investigator.

        Exclusion Criteria:

          -  Major lower limb pain or neurologic impairment or vestibular vertigo or visual
             impairment that could severely confound measure",439383,"Vertigo",TRUE
"NCT02046148","pre-eclampsia","
                  College of Obstetricians and Gynecologists guidelines (ACOG Practice Bulletin
                  2013)

               -  Pre-eclampsia or eclampsia as defined by American College of",439393,"Pre-eclampsia",FALSE
"NCT01487980","pre-eclampsia"," pregnancy

          2. history of postpartum haemorrhage (PPH)

          3. (gestational) diabetes

          4. pre-eclampsia

          5. abruptio placentae

          6. caesarian section

    ",439393,"Pre-eclampsia",FALSE
"NCT02411916","preeclampsia","e is polyhydramnios (amniotic fluid index >22 cm).

          -  Presence of acute or chronic renal disease

          -  Presence of preeclampsia

        Of subjects who enter the study, the develop",439393,"Pre-eclampsia",FALSE
"NCT01135758","preeclampsia","-  Treatment during the last 2 weeks with thyroid hormones and sympathicomimetic drug.

          -  Present or past diagnosis of eclampsia or preeclampsia.

          -  Untreated or insufficiently t",439393,"Pre-eclampsia",FALSE
"NCT03055390","preeclampsia","     4. Patients with indications of elective caesarean section.

          5. Medical conditions associated with pregnancy e.g. preeclampsia, diabetes mellitus.

          6. Contraindications for hy",439393,"Pre-eclampsia",FALSE
"NCT03070795","pre-eclampsia","n who require a Cesarean hysterectomy. Women who require a Post-partum hysterectomy.
        Mothers with severe pre-eclampsia. Mothers with sickle cell disease. Mothers with
        pregestational or",439393,"Pre-eclampsia",TRUE
"NCT01112891","pre-eclampsia","    -  History of previous adverse pregnancy outcome [preterm delivery <37; weeks GA,
             stillbirth, severe pre-eclampsia, eclampsia, HELLP syndrome (hemolytic anemia,
             elevated ",439393,"Pre-eclampsia",TRUE
"NCT03793153","preeclampsia","   -  Abruptio placenta, and placental abnormalities or accrete syndromes.

          -  Polyhydraminos, macrosomia, or preeclampsia.

          -  History of thromboembolic disorders, or severe anemi",439393,"Pre-eclampsia",TRUE
"NCT03360240","preeclampsia","r inclusion cases: Patients with pregnancy that starts before the age of 19
             that develops preeclampsia (mild), severe preeclampsia, gestational hypertension and
             eclampsia, th",439393,"Pre-eclampsia",TRUE
"NCT03824119","preeclampsia"," 20 weeks gestation

          -  Diagnosis of antenatal hypertensive disorder: gestational hypertension, preeclampsia
             without severe features, preeclampsia with severe features, superimp",439393,"Pre-eclampsia",TRUE
"NCT03238365","recurrent disease","y/paranasal sinuses, 6) unknown primary considered to have resectable
             disease; patients with recurrent disease that is amenable to surgery are eligible

          -  Eastern Cooperative O",440059,"Recurrent disease",FALSE
"NCT03967379","recurrent disease","using distress based on the NCCN
             survivorship guidelines

        Exclusion Criteria:

          -  Recurrent disease requiring treatment

          -  Significant uncontrolled psychiatri",440059,"Recurrent disease",FALSE
"NCT03370276","recurrent disease","          the first-line therapy. Additionally, patients with persistent disease or
             platinum-refractory recurrent disease may enroll in this study as a first-line
             therapy.

 ",440059,"Recurrent disease",FALSE
"NCT02010606","recurrent disease","nd pathology from the resection that qualifies
             the patient for the trial must be consistent with recurrent disease (ie, patients with
             predominantly pseudoprogression or radia",440059,"Recurrent disease",FALSE
"NCT00093626","recurrent disease","logically confirmed ovarian epithelial or primary peritoneal carcinoma

               -  Persistent or recurrent disease

          -  Measurable or evaluable disease

               -  Measurable di",440059,"Recurrent disease",FALSE
"NCT01701752","recurrent disease"," for the study.

          -  Women of child-bearing potential

          -  Clinically significant , uncontrolled, current, chronic or recurrent disease, as
             deemed by the Investigator, (",440059,"Recurrent disease",TRUE
"NCT02385630","recurrent disease","    7. History of significant food allergy, certain dietary restrictions

          8. Confirmed or suspected residual or recurrent disease after surgery, synchronous or
             metachronous mali",440059,"Recurrent disease",TRUE
"NCT00446849","recurrent disease","or severe renal impairment are contra-indicated for treatment
             with mesalamine compounds and are excluded from the study.

         14. Subjects with current or recurrent disease that coul",440059,"Recurrent disease",TRUE
"NCT00585377","recurrent disease","        elements are present, in which case the patient is ineligible.

          -  Stage wet IIIB-IV or recurrent disease

          -  No significant hemoptysis (bright red blood< 1/2 teaspoon or m",440059,"Recurrent disease",TRUE
"NCT01754285","recurrent disease","ally significant or relevant abnormal medical history, vital sign, physical
             examination, ECG, or laboratory evaluation finding

          8. Current or recurrent disease that could affect",440059,"Recurrent disease",TRUE
"NCT03474276","severe malnutrition","         -  Child able to be followed up during at least three months.

        Exclusion Criteria:

          -  Severe malnutrition defined by a mid upper arm circumference < 115 mm OR Weight/Height",440370,"Nutritional marasmus",FALSE
"NCT02835157","severe malnutrition","chronic kidney disease with baseline deranged renal function (eGFR
             < 90 ml/1.73 m2/min)

          -  Severe malnutrition

          -  Children whose parents refuse to give an informed c",440370,"Nutritional marasmus",FALSE
"NCT01734408","severe malnutrition","izures or progressive neurological disease

          -  Family history of congenital or hereditary immunodeficiency

          -  Severe malnutrition or dysgenopathy

          -  Major congenital de",440370,"Nutritional marasmus",FALSE
"NCT01549288","severe malnutrition","    will be obtained to look for inborn error of metabolism.

          -  Children with renal, pulmonary, cardiac or hepatic dysfunction

          -  Severe malnutrition (weight for length and heigh",440370,"Nutritional marasmus",FALSE
"NCT01399853","severe malnutrition"," history of seizures or progressive neurological disease

          -  Family history of congenital or hereditary immunodeficiency

          -  Severe malnutrition or dysgenopathy

          -  Major",440370,"Nutritional marasmus",FALSE
"NCT03170401","severe malnutrition","t for at least 1 week

        Exclusion Criteria:

          -  Significant chronic organ failure,

          -  severe malnutrition pre-existing prior to ICU admission

          -  not expected to ",440370,"Nutritional marasmus",TRUE
"NCT01115439","severe malnutrition","(WHO)

          -  Mixed or mono-infection with another Plasmodium species detected by microscopy

          -  Presence of severe malnutrition (defined as a child whose growth standard is below -3
 ",440370,"Nutritional marasmus",TRUE
"NCT04012333","severe malnutrition","h nutritional
             risk:

               1. Low (≤25) or High BMI (≥35)

               2. Moderate to severe malnutrition (as defined by local assessments). We will
                  document",440370,"Nutritional marasmus",TRUE
"NCT01399723","severe malnutrition","vere pneumonia

          -  Clinical or laboratory diagnosis of meningitis

          -  Clinical diagnosis of severe malnutrition (marasmus/kwashiorkor)

          -  Clinical or laboratory diagnosi",440370,"Nutritional marasmus",TRUE
"NCT03427307","severe malnutrition","with severe infections, severe heart disease and liver disease, malignancy,
             autoimmune disorders, severe malnutrition, or clinical conditions requiring oral
             nutrition supplem",440370,"Nutritional marasmus",TRUE
"NCT00326677","depression","Inclusion Criteria:

          -  Age 50 or greater

          -  Center for Epidemiological Studies of Depression Scale (CES-D) score of 11 or higher

          -  Folstein Mini-Mental State score of",440383,"Depressive disorder",FALSE
